UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
100654,"R",1044,"R",1301,"R",80,"R",1044,"R",0,"R",1044,"R",718,"R",69,"R",2,"R",0,"R",2,"R",1,"R",50,"R",14
100663,"R",1497,"R",2723,"R",55,"R",1247,"Z",0,"R",1247,"R",1017,"R",82,"R",30,"Z",0,"R",30,"R",17,"R",57,"R",17
100690,"R",4,"R",4,"R",100,"R",9,"R",0,"R",9,"R",9,"R",100,"R",3,"R",0,"R",3,"R",3,"R",100,"R",10
100706,"R",774,"R",1682,"R",46,"R",765,"R",0,"R",765,"R",578,"R",76,"R",31,"R",0,"R",31,"R",14,"R",45,"R",17
100724,"R",1209,"R",1413,"R",86,"R",1329,"R",0,"R",1329,"R",709,"R",53,"R",49,"Z",0,"R",49,"R",13,"R",27,"R",17
100751,"R",5096,"R",6487,"R",79,"R",5034,"R",24,"R",5010,"R",4183,"R",83,"R",82,"R",0,"R",82,"R",40,"R",49,"R",20
100760,"R",594,"R",914,"R",65,"R",446,"R",0,"R",446,"R",141,"R",32,"R",50,"R",0,"R",50,"R",24,"R",48,"R",15
100812,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
100830,"R",737,"R",1221,"R",60,"R",712,"R",0,"R",712,"R",411,"R",58,"R",109,"R",0,"R",109,"R",45,"R",41,"R",18
100858,"R",3898,"R",5256,"R",74,"R",3959,"R",0,"R",3959,"R",3412,"R",86,"R",25,"R",0,"R",25,"R",16,"R",64,"R",18
100937,"R",424,"R",462,"R",92,"R",451,"R",0,"R",451,"R",365,"R",81,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
101028,"R",281,"R",787,"R",36,"R",255,"R",0,"R",255,"R",171,"R",67,"R",94,"R",0,"R",94,"R",5,"R",5,"R",19
101073,"R",124,"R",145,"R",86,"R",286,"R",89,"R",197,"R",75,"R",38,"R",61,"R",31,"R",30,"R",2,"R",7,"R",22
101116,"R",59,"R",214,"R",28,"R",20,"R",0,"R",20,"R",9,"R",45,"R",13,"R",0,"R",13,"R",5,"R",38,"R",14
101143,"R",553,"R",1209,"R",46,"R",461,"R",0,"R",461,"R",300,"R",65,"R",74,"R",0,"R",74,"R",24,"R",32,"R",17
101161,"R",1070,"R",1933,"R",55,"R",869,"R",61,"R",808,"R",526,"R",65,"R",165,"R",30,"R",135,"R",65,"R",48,"R",28
101189,"R",344,"R",742,"R",46,"R",231,"R",0,"R",231,"R",160,"R",69,"R",106,"R",0,"R",106,"R",74,"R",70,"R",14
101240,"R",1573,"R",2705,"R",58,"R",1307,"R",0,"R",1307,"R",722,"R",55,"R",232,"R",0,"R",232,"R",106,"R",46,"R",22
101286,"R",973,"R",1775,"R",55,"R",802,"R",0,"R",802,"R",503,"R",63,"R",166,"R",0,"R",166,"R",77,"R",46,"R",25
101295,"R",1108,"R",2343,"R",47,"R",1026,"R",2,"R",1024,"R",623,"R",61,"R",160,"R",0,"R",160,"R",82,"R",51,"R",23
101301,"R",462,"R",757,"R",61,"R",394,"R",0,"R",394,"R",221,"R",56,"R",82,"R",0,"R",82,"R",28,"R",34,"R",23
101365,"R",34,"R",107,"R",32,"R",34,"R",0,"R",34,"R",23,"R",68,"R",18,"R",0,"R",18,"R",8,"R",44,"R",13
101435,"R",237,"R",363,"R",65,"R",253,"R",0,"R",253,"R",160,"R",63,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
101453,"R",4,"R",11,"R",36,"R",2,"R",0,"R",2,"R",1,"R",50,"R",2,"R",0,"R",2,"R",1,"R",50,"R",9
101462,"R",240,"R",671,"R",36,"R",176,"Z",0,"R",176,"R",83,"R",47,"R",50,"Z",0,"R",50,"R",15,"R",30,"R",16
101471,"R",279,"R",307,"R",91,"R",306,"R",0,"R",306,"R",125,"R",41,"R",6,"R",0,"R",6,"R",3,"R",50,"R",13
101480,"R",1220,"R",1961,"R",62,"R",1243,"R",0,"R",1243,"R",846,"R",68,"R",56,"R",0,"R",56,"R",24,"R",43,"R",20
101499,"R",323,"R",648,"R",50,"R",306,"R",0,"R",306,"R",146,"R",48,"R",64,"R",0,"R",64,"R",34,"R",53,"R",18
101505,"R",1035,"R",3390,"R",31,"R",1076,"R",1,"R",1075,"R",588,"R",55,"R",469,"R",1,"R",468,"R",178,"R",38,"R",20
101514,"R",1405,"R",3680,"R",38,"R",1219,"Z",0,"R",1219,"R",767,"R",63,"R",530,"Z",0,"R",530,"R",264,"R",50,"R",26
101541,"R",68,"R",87,"R",78,"R",95,"R",1,"R",94,"R",60,"R",64,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",8
101569,"R",1014,"R",1813,"R",56,"R",768,"R",0,"R",768,"R",411,"R",54,"R",157,"R",0,"R",157,"R",86,"R",55,"R",23
101587,"R",243,"R",468,"R",52,"R",310,"R",0,"R",310,"R",203,"R",65,"R",11,"R",0,"R",11,"R",8,"R",73,"R",19
101602,"R",354,"R",635,"R",56,"R",279,"R",0,"R",279,"R",172,"R",62,"R",30,"R",0,"R",30,"R",8,"R",27,"R",20
101648,"R",254,"R",306,"R",83,"R",271,"R",3,"R",268,"R",110,"R",41,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
101675,"R",407,"R",534,"R",76,"R",1289,"Z",0,"R",1289,"R",954,"R",74,"R",64,"Z",0,"R",64,"R",10,"R",16,"R",16
101693,"R",229,"R",399,"R",57,"R",248,"R",1,"R",247,"R",179,"R",72,"R",3,"R",0,"R",3,"R",3,"R",100,"R",12
101709,"R",409,"R",624,"R",66,"R",507,"R",0,"R",507,"R",399,"R",79,"R",11,"R",0,"R",11,"R",6,"R",55,"R",16
101736,"R",919,"R",1718,"R",53,"R",712,"R",0,"R",712,"R",423,"R",59,"R",151,"R",0,"R",151,"R",61,"R",40,"R",22
101879,"R",927,"R",1524,"R",61,"R",988,"R",0,"R",988,"R",701,"R",71,"R",27,"R",0,"R",27,"R",21,"R",78,"R",22
101897,"R",834,"R",1809,"R",46,"R",570,"R",0,"R",570,"R",382,"R",67,"R",135,"R",0,"R",135,"R",71,"R",53,"R",24
101912,"R",394,"R",473,"R",83,"R",485,"R",0,"R",485,"R",351,"R",72,"R",2,"R",0,"R",2,"R",1,"R",50,"R",13
101949,"R",390,"R",612,"R",64,"R",396,"R",0,"R",396,"R",65,"R",16,"R",41,"R",0,"R",41,"R",37,"R",90,"R",13
101958,"R",2,"R",22,"R",9,"R",2,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
101994,"R",159,"R",362,"R",44,"R",103,"R",0,"R",103,"R",61,"R",59,"R",19,"R",0,"R",19,"R",10,"R",53,"R",19
102030,"R",524,"R",1352,"R",39,"R",521,"R",0,"R",521,"R",262,"R",50,"R",132,"R",0,"R",132,"R",47,"R",36,"R",18
102049,"R",732,"R",868,"R",84,"R",708,"R",0,"R",708,"R",582,"R",82,"R",3,"R",0,"R",3,"R",3,"R",100,"R",12
102058,"N",2,"N",7,"N",29,"N",639,"N",0,"N",639,"N",639,"N",100,"N",2,"N",0,"N",2,"N",2,"N",100,"N",9
102067,"R",1072,"R",1838,"R",58,"R",1056,"Z",0,"R",1056,"R",610,"R",58,"R",206,"Z",0,"R",206,"R",119,"R",58,"R",29
102076,"R",602,"R",935,"R",64,"R",539,"Z",0,"R",539,"R",358,"R",66,"R",86,"Z",0,"R",86,"R",42,"R",49,"R",32
102094,"R",1753,"R",3058,"R",57,"R",1543,"R",0,"R",1543,"R",1035,"R",67,"R",74,"R",0,"R",74,"R",42,"R",57,"R",22
102234,"R",353,"R",395,"R",89,"R",343,"R",0,"R",343,"R",266,"R",78,"R",3,"R",0,"R",3,"R",0,"R",0,"R",13
102261,"R",32,"R",66,"R",48,"R",14,"R",0,"R",14,"R",7,"R",50,"R",1,"R",0,"R",1,"R",0,"R",0,"R",14
102270,"R",431,"R",488,"R",88,"R",485,"R",0,"R",485,"R",265,"R",55,"R",8,"R",0,"R",8,"R",5,"R",63,"R",19
102298,"R",204,"R",263,"R",78,"R",224,"R",0,"R",224,"R",120,"R",54,"R",27,"R",0,"R",27,"R",4,"R",15,"R",18
102313,"R",384,"R",687,"R",56,"R",219,"Z",0,"R",219,"R",139,"R",63,"R",114,"Z",0,"R",114,"R",51,"R",45,"R",13
102368,"R",1997,"R",5991,"R",33,"R",1827,"R",0,"R",1827,"R",1313,"R",72,"R",1081,"R",0,"R",1081,"R",811,"R",75,"R",22
102377,"R",689,"R",824,"R",84,"R",723,"R",0,"R",723,"R",470,"R",65,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
102395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
102429,"R",937,"R",1780,"R",53,"R",747,"R",0,"R",747,"R",451,"R",60,"R",190,"R",0,"R",190,"R",90,"R",47,"R",19
102553,"R",1519,"R",3180,"R",48,"R",923,"R",0,"R",923,"R",677,"R",73,"R",166,"R",0,"R",166,"R",88,"R",53,"R",15
102614,"R",827,"R",2499,"R",33,"R",394,"R",0,"R",394,"R",316,"R",80,"R",30,"R",0,"R",30,"R",16,"R",53,"R",12
102632,"R",191,"R",938,"R",20,"R",109,"R",0,"R",109,"R",67,"R",61,"R",14,"R",0,"R",14,"R",6,"R",43,"R",12
102669,"R",27,"R",206,"R",13,"R",65,"R",0,"R",65,"R",48,"R",74,"R",1,"R",0,"R",1,"R",0,"R",0,"R",8
102711,"A",,"A",,"A",,"R",270,"R",0,"R",270,"R",234,"R",87,"R",677,"R",0,"R",677,"R",625,"R",92,"R",15
102845,"R",299,"R",300,"R",100,"R",58,"R",0,"R",58,"R",21,"R",36,"R",140,"R",0,"R",140,"R",48,"R",34,"R",19
103361,"R",27,"R",198,"R",14,"R",25,"R",0,"R",25,"R",13,"R",52,"R",2,"R",0,"R",2,"R",1,"R",50,"R",14
103501,"A",,"A",,"A",,"R",146,"R",1,"R",145,"R",121,"R",83,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
103644,"R",799,"R",908,"R",88,"R",30,"R",0,"R",30,"R",11,"R",37,"R",5,"R",0,"R",5,"R",4,"R",80,"R",29
103723,"R",277,"R",293,"R",95,"R",144,"R",0,"R",144,"R",104,"R",72,"R",11,"R",0,"R",11,"R",4,"R",36,"R",20
103732,"A",,"A",,"A",,"R",30,"Z",0,"R",30,"R",15,"R",50,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",11
103741,"A",,"A",,"A",,"R",90,"Z",0,"R",90,"R",65,"R",72,"R",13,"Z",0,"R",13,"R",8,"R",62,"R",12
103778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
103787,"R",18,"R",23,"R",78,"R",12,"R",0,"R",12,"R",10,"R",83,"R",2,"R",0,"R",2,"R",2,"R",100,"R",8
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
103893,"A",,"A",,"A",,"R",1379,"R",3,"R",1376,"R",887,"R",64,"R",0,"R",0,"R",0,"R",0,"A",,"R",39
103945,"A",,"A",,"A",,"R",15,"Z",0,"R",15,"R",9,"R",60,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",33
103954,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",23,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
103963,"A",,"A",,"A",,"R",470,"R",147,"R",323,"R",225,"R",70,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",30
104090,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",4,"R",40,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
104151,"R",8261,"R",15042,"R",55,"R",8458,"R",141,"R",8317,"R",6750,"R",81,"R",1249,"R",24,"R",1225,"R",724,"R",59,"R",23
104160,"R",799,"R",1879,"R",43,"R",472,"Z",0,"R",472,"R",288,"R",61,"R",692,"Z",0,"R",692,"R",268,"R",39,"R",21
104179,"R",6782,"R",8878,"R",76,"R",6331,"R",0,"R",6331,"R",4946,"R",78,"R",378,"R",0,"R",378,"R",220,"R",58,"R",20
104188,"R",24,"R",47,"R",51,"R",53,"R",0,"R",53,"R",41,"R",77,"R",33,"R",0,"R",33,"R",24,"R",73,"R",4
104294,"A",,"A",,"A",,"R",158,"R",0,"R",158,"R",143,"R",91,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
104346,"R",604,"R",2357,"R",26,"R",505,"R",0,"R",505,"R",279,"R",55,"R",798,"R",0,"R",798,"R",263,"R",33,"R",14
104364,"R",57,"R",57,"R",100,"R",90,"R",0,"R",90,"R",35,"R",39,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
104391,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",30,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
104425,"R",376,"R",1244,"R",30,"R",275,"R",0,"R",275,"R",163,"R",59,"R",318,"R",0,"R",318,"R",108,"R",34,"R",14
104434,"A",,"A",,"A",,"R",21,"Z",0,"R",21,"R",14,"R",67,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",16
104443,"A",,"A",,"A",,"R",39,"Z",0,"R",39,"R",29,"R",74,"R",26,"Z",0,"R",26,"R",12,"R",46,"R",14
104504,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",44,"R",79,"R",27,"R",0,"R",27,"R",20,"R",74,"R",22
104531,"R",238,"R",601,"R",40,"R",154,"R",0,"R",154,"R",84,"R",55,"R",73,"R",1,"R",72,"R",23,"R",32,"R",21
104568,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",11,"R",42,"R",14,"R",0,"R",14,"R",5,"R",36,"R",17
104577,"R",648,"R",1980,"R",33,"R",707,"R",12,"R",695,"R",378,"R",54,"R",694,"R",20,"R",674,"R",289,"R",43,"R",22
104586,"R",318,"R",417,"R",76,"R",416,"R",0,"R",416,"R",313,"R",75,"R",2,"R",0,"R",2,"R",2,"R",100,"R",16
104665,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
104708,"R",2036,"R",6709,"R",30,"R",1564,"R",0,"R",1564,"R",999,"R",64,"R",1149,"R",0,"R",1149,"R",432,"R",38,"R",24
104717,"R",1222,"R",9839,"R",12,"R",343,"R",0,"R",343,"R",133,"R",39,"R",1018,"R",0,"R",1018,"R",278,"R",27,"R",20
104805,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",110,"R",96,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
104911,"A",,"A",,"A",,"R",68,"R",1,"R",67,"R",66,"R",99,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
104984,"A",,"A",,"A",,"R",101,"R",0,"R",101,"R",54,"R",53,"R",43,"R",0,"R",43,"R",4,"R",9,"R",18
105118,"A",,"A",,"A",,"R",363,"R",0,"R",363,"R",155,"R",43,"R",0,"R",0,"R",0,"R",0,"A",,"R",34
105127,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",30,"R",100,"R",40,"R",0,"R",40,"R",40,"R",100,"R",18
105145,"R",228,"R",2175,"R",10,"R",172,"R",0,"R",172,"R",103,"R",60,"R",392,"R",0,"R",392,"R",131,"R",33,"R",9
105154,"R",2432,"R",7632,"R",32,"R",1695,"R",0,"R",1695,"R",1067,"R",63,"R",1648,"R",0,"R",1648,"R",616,"R",37,"R",24
105163,"R",107,"R",128,"R",84,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",26
105172,"R",85,"R",124,"R",69,"R",7,"R",0,"R",7,"R",4,"R",57,"R",1,"R",0,"R",1,"R",0,"R",0,"R",19
105206,"R",275,"R",1809,"R",15,"R",328,"Z",0,"R",328,"R",147,"R",45,"R",1320,"Z",0,"R",1320,"R",470,"R",36,"R",19
105215,"A",,"A",,"A",,"R",577,"R",1,"R",576,"R",540,"R",94,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
105297,"R",310,"R",620,"R",50,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",25
105330,"R",3454,"R",5666,"R",61,"R",3309,"R",0,"R",3309,"R",2367,"R",72,"R",279,"R",0,"R",279,"R",174,"R",62,"R",19
105349,"R",99,"R",1353,"R",7,"R",116,"R",0,"R",116,"R",34,"R",29,"R",86,"R",0,"R",86,"R",22,"R",26,"R",17
105367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
105428,"R",725,"R",4226,"R",17,"R",469,"R",0,"R",469,"R",294,"R",63,"R",513,"R",0,"R",513,"R",221,"R",43,"R",21
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
105516,"A",,"A",,"A",,"R",190,"R",0,"R",190,"R",86,"R",45,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
105525,"R",3146,"R",11730,"R",27,"R",2677,"R",0,"R",2677,"R",1737,"R",65,"R",4570,"R",0,"R",4570,"R",1587,"R",35,"R",21
105534,"A",,"A",,"A",,"R",394,"R",0,"R",394,"R",266,"R",68,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
105543,"A",,"A",,"A",,"R",255,"R",0,"R",255,"R",195,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
105589,"R",73,"R",222,"R",33,"R",89,"R",0,"R",89,"R",62,"R",70,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
105659,"A",,"A",,"A",,"R",444,"R",0,"R",444,"R",324,"R",73,"R",0,"R",0,"R",0,"R",0,"A",,"R",27
105668,"R",208,"R",6115,"R",3,"R",150,"R",0,"R",150,"R",77,"R",51,"R",496,"R",0,"R",496,"R",87,"R",18,"R",36
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105701,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",26,"R",90,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
105747,"R",1096,"R",3788,"R",29,"R",885,"R",0,"R",885,"R",544,"R",61,"R",503,"R",0,"R",503,"R",198,"R",39,"R",20
105792,"R",390,"R",2078,"R",19,"R",296,"R",0,"R",296,"R",157,"R",53,"R",289,"R",0,"R",289,"R",108,"R",37,"R",21
105899,"R",87,"R",142,"R",61,"R",68,"R",0,"R",68,"R",46,"R",68,"R",0,"R",0,"R",0,"R",0,"A",,"R",28
105987,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
106041,"A",,"A",,"A",,"R",704,"R",1,"R",703,"R",648,"R",92,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
106102,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",9,"R",24,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
106111,"A",,"A",,"A",,"R",55,"Z",0,"R",55,"R",27,"R",49,"R",19,"Z",0,"R",19,"R",9,"R",47,"R",18
106148,"R",345,"R",1424,"R",24,"R",371,"R",0,"R",371,"R",196,"R",53,"R",451,"R",0,"R",451,"R",151,"R",33,"R",21
106245,"R",674,"R",2056,"R",33,"R",620,"R",0,"R",620,"R",406,"R",65,"R",56,"R",0,"R",56,"R",16,"R",29,"R",11
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106281,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",7,"R",50,"R",2,"R",0,"R",2,"R",1,"R",50,"R",9
106306,"R",197,"R",368,"R",54,"R",311,"R",0,"R",311,"R",200,"R",64,"R",8,"R",0,"R",8,"R",5,"R",63,"R",15
106315,"A",,"A",,"A",,"R",18,"Z",0,"R",18,"R",10,"R",56,"R",6,"Z",0,"R",6,"R",5,"R",83,"R",11
106324,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",12,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106342,"R",217,"R",312,"R",70,"R",109,"R",0,"R",109,"R",68,"R",62,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
106351,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",14,"R",78,"R",10,"Z",0,"R",10,"R",9,"R",90,"R",20
106360,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",17,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
106397,"R",2891,"R",4329,"R",67,"R",2979,"R",0,"R",2979,"R",2477,"R",83,"R",32,"R",0,"R",32,"R",17,"R",53,"R",18
106412,"R",960,"R",1182,"R",81,"R",954,"Z",0,"R",954,"R",610,"R",64,"R",26,"Z",0,"R",26,"R",5,"R",19,"R",17
106449,"R",949,"R",1460,"R",65,"R",783,"R",0,"R",783,"R",500,"R",64,"R",104,"R",0,"R",104,"R",51,"R",49,"R",19
106458,"R",1650,"R",2887,"R",57,"R",1752,"R",0,"R",1752,"R",1190,"R",68,"R",150,"R",0,"R",150,"R",57,"R",38,"R",17
106467,"R",1748,"R",2247,"R",78,"R",1253,"R",0,"R",1253,"R",894,"R",71,"R",48,"R",0,"R",48,"R",31,"R",65,"R",18
106485,"R",742,"R",1292,"R",57,"R",560,"R",0,"R",560,"R",281,"R",50,"R",23,"R",0,"R",23,"R",4,"R",17,"R",17
106494,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",33,"R",79,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
106546,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",24,"R",47,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
106607,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",23,"R",68,"R",2,"R",0,"R",2,"R",1,"R",50,"R",11
106625,"R",494,"R",765,"R",65,"R",344,"R",0,"R",344,"R",207,"R",60,"R",36,"R",0,"R",36,"R",18,"R",50,"R",21
106704,"R",1753,"R",2277,"R",77,"R",2075,"R",0,"R",2075,"R",1480,"R",71,"R",36,"R",0,"R",36,"R",15,"R",42,"R",18
106713,"R",125,"R",215,"R",58,"R",104,"R",1,"R",103,"R",61,"R",59,"R",4,"R",0,"R",4,"R",2,"R",50,"R",21
106795,"R",149,"R",595,"R",25,"R",134,"R",0,"R",134,"R",86,"R",64,"R",31,"R",0,"R",31,"R",21,"R",68,"R",15
106810,"R",57,"R",82,"R",70,"R",62,"R",0,"R",62,"R",27,"R",44,"R",1,"R",0,"R",1,"R",0,"R",0,"R",10
106829,"A",,"A",,"A",,"R",75,"R",0,"R",75,"R",35,"R",47,"R",23,"R",0,"R",23,"R",13,"R",57,"R",9
106838,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",3,"R",38,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
106883,"R",293,"R",538,"R",54,"R",242,"R",0,"R",242,"R",121,"R",50,"R",56,"R",0,"R",56,"R",17,"R",30,"R",20
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
106908,"A",,"A",,"A",,"R",65,"R",0,"R",65,"R",50,"R",77,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
106980,"R",493,"R",1334,"R",37,"R",358,"R",0,"R",358,"R",208,"R",58,"R",102,"Z",0,"R",102,"R",41,"R",40,"R",21
106999,"R",294,"R",470,"R",63,"R",206,"Z",0,"R",206,"R",120,"R",58,"R",52,"Z",0,"R",52,"R",20,"R",38,"R",19
107044,"R",953,"R",1166,"R",82,"R",981,"Z",0,"R",981,"R",799,"R",81,"R",5,"Z",0,"R",5,"R",2,"R",40,"R",17
107071,"R",627,"R",980,"R",64,"R",727,"R",7,"R",720,"R",437,"R",61,"R",12,"R",0,"R",12,"R",2,"R",17,"R",15
107080,"R",412,"R",423,"R",97,"R",433,"Z",0,"R",433,"R",382,"R",88,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",13
107099,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",20,"R",83,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
107123,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",22,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
107141,"R",306,"R",530,"R",58,"R",310,"R",0,"R",310,"R",237,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",13
107211,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",26,"R",70,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
107220,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",40,"R",63,"R",48,"R",0,"R",48,"R",23,"R",48,"R",16
107275,"A",,"A",,"A",,"R",4,"Z",0,"R",4,"R",3,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
107293,"A",,"A",,"A",,"R",66,"R",1,"R",65,"R",59,"R",91,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",7
107318,"R",200,"R",902,"R",22,"R",171,"Z",0,"R",171,"R",89,"R",52,"R",152,"Z",0,"R",152,"R",98,"R",64,"R",19
107327,"R",357,"R",710,"R",50,"R",245,"Z",0,"R",245,"R",135,"R",55,"R",83,"Z",0,"R",83,"R",55,"R",66,"R",17
107363,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",10,"R",33,"R",6,"R",0,"R",6,"R",1,"R",17,"R",25
107442,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",13,"R",72,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
107460,"R",502,"R",697,"R",72,"R",426,"R",0,"R",426,"R",222,"R",52,"R",59,"R",0,"R",59,"R",21,"R",36,"R",19
107488,"A",,"A",,"A",,"R",166,"R",0,"R",166,"R",41,"R",25,"R",54,"R",0,"R",54,"R",2,"R",4,"R",5
107512,"R",390,"R",458,"R",85,"R",404,"R",0,"R",404,"R",298,"R",74,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
107521,"R",133,"R",354,"R",38,"R",163,"R",1,"R",162,"R",92,"R",57,"R",38,"R",0,"R",38,"R",14,"R",37,"R",18
107549,"R",229,"R",839,"R",27,"R",187,"Z",0,"R",187,"R",99,"R",53,"R",21,"Z",0,"R",21,"R",2,"R",10,"R",18
107558,"R",152,"R",193,"R",79,"R",195,"R",1,"R",194,"R",133,"R",69,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
107585,"R",621,"R",1089,"R",57,"R",473,"R",0,"R",473,"R",252,"R",53,"R",96,"R",0,"R",96,"R",37,"R",39,"R",25
107600,"R",152,"R",223,"R",68,"R",141,"Z",0,"R",141,"R",101,"R",72,"R",4,"Z",0,"R",4,"R",1,"R",25,"R",9
107619,"R",216,"R",329,"R",66,"R",142,"R",0,"R",142,"R",85,"R",60,"R",43,"R",0,"R",43,"R",21,"R",49,"R",14
107637,"R",367,"R",572,"R",64,"R",301,"R",0,"R",301,"R",143,"R",48,"R",333,"R",0,"R",333,"R",66,"R",20,"R",21
107655,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",32,"R",97,"R",1,"R",0,"R",1,"R",1,"R",100,"R",22
107664,"R",1090,"R",2079,"R",52,"R",812,"Z",0,"R",812,"R",504,"R",62,"R",401,"Z",0,"R",401,"R",181,"R",45,"R",25
107725,"R",283,"R",564,"R",50,"R",167,"Z",0,"R",167,"R",107,"R",64,"R",46,"Z",0,"R",46,"R",15,"R",33,"R",21
