UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
418676,"A",,"A",,"A",,"R",56,"Z",0,"R",56,"R",46,"R",82,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",2
418700,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",92,"R",64,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
418737,"A",,"A",,"A",,"P",125,"P",0,"P",125,"P",86,"P",69,"A",,"A",,"A",,"A",,"A",,"P",24
418755,"A",,"A",,"A",,"R",83,"R",0,"R",83,"R",73,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",57
418764,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",6,"R",67,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",57
418773,"A",,"A",,"A",,"R",1296,"R",0,"R",1296,"R",359,"R",28,"R",878,"R",0,"R",878,"R",150,"R",17,"R",33
418782,"A",,"A",,"A",,"R",147,"R",0,"R",147,"R",100,"R",68,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",21
418870,"A",,"A",,"A",,"R",117,"R",0,"R",117,"R",97,"R",83,"R",0,"R",0,"R",0,"R",0,"A",,"R",38
418889,"A",,"A",,"A",,"R",34,"R",2,"R",32,"R",21,"R",66,"R",14,"R",0,"R",14,"R",14,"R",100,"R",10
418904,"A",,"A",,"A",,"R",13,"Z",0,"R",13,"R",9,"R",69,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",38
418913,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",6,"R",46,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
418968,"A",,"A",,"A",,"R",27,"R",10,"R",17,"R",17,"R",100,"R",24,"R",11,"R",13,"R",13,"R",100,"R",16
419022,"A",,"A",,"A",,"R",391,"R",0,"R",391,"R",286,"R",73,"R",14,"R",0,"R",14,"R",11,"R",79,"R",21
419031,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",25,"R",96,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
419147,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",45,"R",82,"R",12,"R",0,"R",12,"R",11,"R",92,"R",10
419156,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",5,"R",63,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
419183,"A",,"A",,"A",,"R",218,"R",0,"R",218,"R",181,"R",83,"R",0,"R",0,"R",0,"R",0,"A",,"R",43
419217,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",7,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
419226,"A",,"A",,"A",,"R",407,"R",0,"R",407,"R",249,"R",61,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
419235,"A",,"A",,"A",,"R",53,"R",8,"R",45,"R",39,"R",87,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
419244,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",37,"R",79,"R",50,"R",0,"R",50,"R",37,"R",74,"R",12
419253,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
419262,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",33,"R",69,"R",0,"R",0,"R",0,"R",0,"A",,"R",27
419271,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",2,"R",50,"R",9,"R",0,"R",9,"R",8,"R",89,"R",15
419280,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",16,"R",89,"R",11,"R",0,"R",11,"R",7,"R",64,"R",25
419314,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",12,"R",92,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
419341,"R",22,"R",22,"R",100,"R",23,"R",0,"R",23,"R",16,"R",70,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
419411,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",10,"R",67,"R",13,"R",0,"R",13,"R",8,"R",62,"R",10
419420,"A",,"A",,"A",,"R",41,"Z",0,"R",41,"R",36,"R",88,"R",19,"Z",0,"R",19,"R",10,"R",53,"R",9
419439,"A",,"A",,"A",,"R",22,"R",2,"R",20,"R",16,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
419457,"R",14,"R",17,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
419484,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",23,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
419509,"A",,"A",,"A",,"R",156,"R",0,"R",156,"R",78,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
419572,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",16,"R",0,"R",16,"R",2,"R",13,"R",14
419633,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",25,"R",74,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
419660,"A",,"A",,"A",,"R",157,"R",0,"R",157,"R",114,"R",73,"R",0,"R",0,"R",0,"R",0,"A",,"R",23
419703,"A",,"A",,"A",,"R",271,"Z",0,"R",271,"R",197,"R",73,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",29
419712,"A",,"A",,"A",,"R",152,"R",0,"R",152,"R",103,"R",68,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",20
419721,"A",,"A",,"A",,"R",206,"Z",0,"R",206,"R",137,"R",67,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",20
420006,"R",55,"R",106,"R",52,"R",76,"R",0,"R",76,"R",27,"R",36,"R",47,"R",0,"R",47,"R",21,"R",45,"R",11
420024,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",30,"R",61,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",24
420042,"A",,"A",,"A",,"R",64,"R",0,"R",64,"R",30,"R",47,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
420103,"A",,"A",,"A",,"R",75,"R",0,"R",75,"R",24,"R",32,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
420130,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",54,"R",69,"R",16,"R",0,"R",16,"R",8,"R",50,"R",21
420194,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",51,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
420200,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",17,"R",89,"R",77,"R",2,"R",75,"R",70,"R",93,"R",10
420255,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",51,"R",81,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
420307,"R",748,"R",1602,"R",47,"R",594,"R",0,"R",594,"R",414,"R",70,"R",823,"R",0,"R",823,"R",425,"R",52,"R",29
420316,"R",133,"R",155,"R",86,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
420325,"R",25,"R",31,"R",81,"R",19,"R",0,"R",19,"R",19,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
420343,"A",,"A",,"A",,"R",212,"Z",0,"R",212,"R",132,"R",62,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",32
420352,"R",4,"R",11,"R",36,"R",3,"Z",0,"R",3,"R",2,"R",67,"R",2,"Z",0,"R",2,"R",1,"R",50,"R",4
420370,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32
420398,"R",764,"R",3604,"R",21,"R",636,"Z",0,"R",636,"R",459,"R",72,"R",1054,"Z",0,"R",1054,"R",579,"R",55,"R",20
420404,"R",130,"R",163,"R",80,"R",128,"R",4,"R",124,"R",64,"R",52,"R",6,"R",0,"R",6,"R",2,"R",33,"R",33
420431,"R",161,"R",386,"R",42,"R",81,"R",0,"R",81,"R",53,"R",65,"R",124,"R",0,"R",124,"R",70,"R",56,"R",16
420440,"R",137,"R",328,"R",42,"R",153,"R",0,"R",153,"R",137,"R",90,"R",130,"R",0,"R",130,"R",67,"R",52,"R",17
420459,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",32,"R",71,"R",13,"R",0,"R",13,"R",2,"R",15,"R",7
420468,"A",,"A",,"A",,"R",149,"R",0,"R",149,"R",87,"R",58,"R",55,"R",0,"R",55,"R",33,"R",60,"R",10
420495,"A",,"A",,"A",,"R",161,"R",0,"R",161,"R",107,"R",66,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",21
420501,"A",,"A",,"A",,"R",172,"R",1,"R",171,"R",114,"R",67,"R",0,"Z",0,"R",0,"R",0,"A",,"R",37
420538,"R",220,"R",475,"R",46,"R",233,"Z",0,"R",233,"R",135,"R",58,"R",86,"Z",0,"R",86,"R",17,"R",20,"R",22
420556,"R",46,"R",230,"R",20,"R",33,"R",0,"R",33,"R",16,"R",48,"R",80,"R",0,"R",80,"R",22,"R",28,"R",14
420608,"A",,"A",,"A",,"R",38,"Z",0,"R",38,"R",30,"R",79,"R",1,"Z",0,"R",1,"R",1,"R",100,"R",30
420723,"R",36,"R",105,"R",34,"R",6,"R",0,"R",6,"R",3,"R",50,"R",58,"R",0,"R",58,"R",20,"R",34,"R",12
420866,"R",12,"R",17,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
420981,"A",,"A",,"A",,"R",60,"R",0,"R",60,"R",60,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
421009,"A",,"A",,"A",,"R",129,"R",0,"R",129,"R",40,"R",31,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
421018,"A",,"A",,"A",,"R",222,"R",0,"R",222,"R",77,"R",35,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
421513,"R",37,"R",37,"R",100,"R",96,"R",0,"R",96,"R",41,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",10
421540,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",28,"R",90,"R",18,"R",0,"R",18,"R",15,"R",83,"R",8
421559,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",31,"R",89,"R",11,"R",0,"R",11,"R",8,"R",73,"R",9
421586,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",58,"R",40,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
421610,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",16,"R",100,"R",13,"R",3,"R",10,"R",10,"R",100,"R",10
421665,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",5,"R",100,"R",7,"R",0,"R",7,"R",5,"R",71,"R",8
421708,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",34,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
421717,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",7,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
421771,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",15,"R",79,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
421832,"R",106,"R",106,"R",100,"R",143,"R",0,"R",143,"R",91,"R",64,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
421841,"A",,"A",,"A",,"R",118,"R",0,"R",118,"R",59,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
421878,"A",,"A",,"A",,"R",60,"R",0,"R",60,"R",51,"R",85,"R",17,"R",0,"R",17,"R",14,"R",82,"R",16
421896,"A",,"A",,"A",,"R",98,"R",0,"R",98,"R",71,"R",72,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
422020,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",6,"R",50,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",14
422190,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",2,"R",67,"R",14,"R",0,"R",14,"R",11,"R",79,"R",18
422695,"A",,"A",,"A",,"R",230,"R",0,"R",230,"R",193,"R",84,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
422835,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",11,"R",65,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
423120,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
423397,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",28,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
423412,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",24,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",4
423476,"R",51,"R",118,"R",43,"R",74,"Z",0,"R",74,"R",24,"R",32,"R",19,"Z",0,"R",19,"R",5,"R",26,"R",9
423582,"A",,"A",,"A",,"R",104,"R",0,"R",104,"R",50,"R",48,"R",41,"R",0,"R",41,"R",30,"R",73,"R",9
423643,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1
423652,"R",41,"R",360,"R",11,"R",31,"R",0,"R",31,"R",12,"R",39,"R",54,"R",0,"R",54,"R",22,"R",41,"R",15
423670,"R",16,"R",49,"R",33,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
423980,"A",,"A",,"A",,"R",533,"R",0,"R",533,"R",455,"R",85,"R",2,"R",0,"R",2,"R",1,"R",50,"R",16
424008,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",19,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
424424,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",51,"R",65,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
425250,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",5,"R",38,"R",9,"R",0,"R",9,"R",8,"R",89,"R",12
425393,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
425870,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
425889,"A",,"A",,"A",,"R",172,"Z",0,"R",172,"R",104,"R",60,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",35
425986,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",22,"R",65,"R",1,"R",0,"R",1,"R",1,"R",100,"R",22
426314,"R",81,"R",1926,"R",4,"R",37,"R",0,"R",37,"R",21,"R",57,"R",310,"R",0,"R",310,"R",105,"R",34,"R",5
427025,"A",,"A",,"A",,"R",1104,"R",0,"R",1104,"R",1035,"R",94,"R",0,"R",0,"R",0,"R",0,"A",,"R",48
427308,"A",,"A",,"A",,"R",96,"R",0,"R",96,"R",68,"R",71,"Z",0,"R",0,"R",0,"Z",0,"A",,"R",17
427335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
427663,"R",90,"R",125,"R",72,"R",51,"R",0,"R",51,"R",29,"R",57,"R",8,"R",0,"R",8,"R",2,"R",25,"R",24
427894,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",24,"R",92,"R",123,"R",0,"R",123,"R",109,"R",89,"R",20
427919,"A",,"A",,"A",,"R",182,"R",0,"R",182,"R",140,"R",77,"R",64,"R",0,"R",64,"R",43,"R",67,"R",20
427973,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",13,"R",36,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
427982,"A",,"A",,"A",,"R",37,"R",1,"R",36,"R",12,"R",33,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",10
427991,"A",,"A",,"A",,"R",91,"R",0,"R",91,"R",68,"R",75,"R",55,"R",0,"R",55,"R",23,"R",42,"R",17
428000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
428019,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",17,"R",94,"R",7,"R",0,"R",7,"R",7,"R",100,"R",12
428037,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
428055,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",30,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",27
428073,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",7,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",28
428125,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",8,"R",89,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
428143,"A",,"A",,"A",,"R",79,"R",4,"R",75,"R",47,"R",63,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",50
428170,"R",403,"R",570,"R",71,"R",336,"Z",0,"R",336,"R",168,"R",50,"R",82,"Z",0,"R",82,"R",82,"R",100,"R",14
428259,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
428268,"R",11,"R",11,"R",100,"R",2,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
428286,"R",390,"R",524,"R",74,"R",303,"R",0,"R",303,"R",201,"R",66,"R",31,"R",0,"R",31,"R",15,"R",48,"R",22
428295,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
428329,"R",38,"R",40,"R",95,"R",40,"R",0,"R",40,"R",25,"R",63,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
428392,"R",174,"R",582,"R",30,"R",214,"R",0,"R",214,"R",76,"R",36,"R",194,"R",0,"R",194,"R",62,"R",32,"R",22
428444,"R",353,"R",409,"R",86,"R",233,"R",0,"R",233,"R",153,"R",66,"R",40,"R",0,"R",40,"R",16,"R",40,"R",17
429100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
429128,"R",3,"R",109,"R",3,"R",3,"R",0,"R",3,"R",1,"R",33,"R",74,"R",0,"R",74,"R",27,"R",36,"R",12
429599,"R",215,"R",259,"R",83,"R",3,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"A",,"R",28
430050,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",54,"R",70,"R",0,"R",0,"R",0,"R",0,"A",,"R",36
430087,"R",39,"R",192,"R",20,"R",43,"Z",0,"R",43,"R",24,"R",56,"R",18,"Z",0,"R",18,"R",8,"R",44,"R",19
430096,"A",,"A",,"A",,"R",101,"R",0,"R",101,"R",63,"R",62,"R",46,"R",3,"R",43,"R",24,"R",56,"R",27
430102,"R",4,"R",41,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
430148,"R",92,"R",212,"R",43,"R",55,"Z",0,"R",55,"R",34,"R",62,"R",63,"Z",0,"R",63,"R",33,"R",52,"R",21
430157,"R",79,"R",111,"R",71,"R",27,"R",0,"R",27,"R",20,"R",74,"R",0,"R",0,"R",0,"R",0,"A",,"R",45
430166,"R",62,"R",95,"R",65,"R",45,"R",0,"R",45,"R",37,"R",82,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
430175,"A",,"A",,"A",,"R",235,"R",0,"R",235,"R",143,"R",61,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
430218,"A",,"A",,"A",,"R",66,"Z",0,"R",66,"R",43,"R",65,"R",24,"Z",0,"R",24,"R",15,"R",63,"R",12
430227,"A",,"A",,"A",,"R",55,"Z",0,"R",55,"R",40,"R",73,"R",21,"Z",0,"R",21,"R",8,"R",38,"R",25
430245,"A",,"A",,"A",,"R",116,"Z",0,"R",116,"R",73,"R",63,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",8
430254,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
430263,"R",118,"R",162,"R",73,"R",30,"R",1,"R",29,"R",19,"R",66,"R",6,"R",1,"R",5,"R",0,"R",0,"R",30
430342,"A",,"A",,"A",,"R",265,"R",0,"R",265,"R",230,"R",87,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
430351,"R",90,"R",118,"R",76,"R",61,"R",4,"R",57,"R",26,"R",46,"R",5,"R",1,"R",4,"R",0,"R",0,"R",21
430360,"R",57,"R",72,"R",79,"R",58,"R",3,"R",55,"R",33,"R",60,"R",5,"R",0,"R",5,"R",2,"R",40,"R",16
430379,"R",141,"R",171,"R",82,"R",131,"R",4,"R",127,"R",57,"R",45,"R",25,"R",0,"R",25,"R",7,"R",28,"R",24
430388,"R",80,"R",105,"R",76,"R",85,"R",1,"R",84,"R",58,"R",69,"R",9,"R",2,"R",7,"R",2,"R",29,"R",25
430403,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",24,"R",69,"R",16,"R",0,"R",16,"R",11,"R",69,"R",12
430421,"A",,"A",,"A",,"R",129,"R",1,"R",128,"R",75,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
430485,"R",48,"R",51,"R",94,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",35
430500,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",1
430564,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
430582,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",50
430795,"A",,"A",,"A",,"R",41,"Z",0,"R",41,"R",36,"R",88,"R",24,"Z",0,"R",24,"R",20,"R",83,"R",7
430810,"R",119,"R",142,"R",84,"R",114,"R",1,"R",113,"R",80,"R",71,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
430847,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",2,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
430883,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",28,"R",85,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
430908,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",21,"R",78,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
430917,"A",,"A",,"A",,"R",39,"R",1,"R",38,"R",21,"R",55,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",12
430935,"R",138,"R",220,"R",63,"R",106,"Z",0,"R",106,"R",69,"R",65,"R",3,"Z",0,"R",3,"R",2,"R",67,"R",28
430971,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",30,"R",77,"R",0,"R",0,"R",0,"R",0,"A",,"R",40
430980,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
430999,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",54,"R",93,"R",0,"R",0,"R",0,"Z",0,"A",,"R",20
431017,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",10,"R",16,"R",20,"R",0,"R",20,"R",3,"R",15,"R",3
431026,"A",,"A",,"A",,"R",154,"R",2,"R",152,"R",121,"R",80,"R",83,"R",1,"R",82,"R",62,"R",76,"R",14
431071,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",21,"R",81,"R",14,"R",0,"R",14,"R",10,"R",71,"R",22
431099,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",19,"R",73,"R",21,"R",0,"R",21,"R",18,"R",86,"R",12
431105,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",20,"R",77,"R",13,"R",0,"R",13,"R",9,"R",69,"R",13
431123,"A",,"A",,"A",,"R",242,"Z",0,"R",242,"R",199,"R",82,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",15
431141,"A",,"A",,"A",,"R",894,"R",13,"R",881,"R",647,"R",73,"R",11,"R",0,"R",11,"R",11,"R",100,"R",16
431169,"A",,"A",,"A",,"R",120,"R",0,"R",120,"R",101,"R",84,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
431196,"A",,"A",,"A",,"R",114,"R",0,"R",114,"R",71,"R",62,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
431266,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",71,"Z",0,"R",71,"R",14,"R",20,"R",4
431275,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",25,"R",78,"R",32,"R",0,"R",32,"R",22,"R",69,"R",16
431284,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",23,"R",100,"R",14,"R",0,"R",14,"R",14,"R",100,"R",15
431309,"R",393,"R",393,"R",100,"R",480,"R",2,"R",478,"R",421,"R",88,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",22
431558,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",103,"R",72,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
431600,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",17,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",75
431637,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",39,"R",51,"R",87,"R",0,"R",87,"R",45,"R",52,"R",21
431691,"A",,"A",,"A",,"R",29,"Z",0,"R",29,"R",27,"R",93,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
431716,"A",,"A",,"A",,"R",262,"Z",0,"R",262,"R",99,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",3
431770,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",17,"R",94,"R",47,"R",0,"R",47,"R",47,"R",100,"R",8
431877,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",17,"R",81,"R",19,"R",0,"R",19,"R",19,"R",100,"R",10
431886,"A",,"A",,"A",,"R",279,"R",2,"R",277,"R",186,"R",67,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
431929,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",23,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
431956,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",6,"R",67,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",15
431965,"A",,"A",,"A",,"R",23,"Z",0,"R",23,"R",20,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",20
431983,"R",39,"R",40,"R",98,"R",27,"R",0,"R",27,"R",23,"R",85,"R",0,"R",0,"R",0,"R",0,"A",,"R",26
432074,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",12,"R",52,"R",15,"R",0,"R",15,"R",7,"R",47,"R",13
432117,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",5,"R",100,"R",24,"R",0,"R",24,"R",22,"R",92,"R",20
432199,"R",241,"R",484,"R",50,"R",166,"R",0,"R",166,"R",68,"R",41,"R",33,"R",0,"R",33,"R",6,"R",18,"R",20
432214,"R",44,"R",189,"R",23,"R",25,"R",0,"R",25,"R",10,"R",40,"R",36,"R",0,"R",36,"R",14,"R",39,"R",22
432223,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",15,"R",47,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
432232,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",9,"R",18,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
432241,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",17,"R",41,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
432269,"A",,"A",,"A",,"R",188,"R",0,"R",188,"R",160,"R",85,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
